Title,Regular Price,SKU,Product Type,Parent Product ID,Quantity,Material-type,Shape,Cutting-method,Colour,Sizemm,Waste-removal,Lamination-finishing
Food Packaging Sticker Sample,189,,variable,1376,7000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,189,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,189,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,224,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,224,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,224,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,224,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,234,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,234,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,234,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,234,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,245,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,245,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,245,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,245,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,400,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,400,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,400,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,400,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,435,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,435,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,435,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,435,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,540,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,540,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,540,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,540,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,625,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,625,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,625,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,625,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,115,,variable,1376,1000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,115,,variable,1376,1000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,115,,variable,1376,1000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,115,,variable,1376,1000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,145,,variable,1376,2000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,145,,variable,1376,2000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,145,,variable,1376,2000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,145,,variable,1376,2000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,180,,variable,1376,3000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,180,,variable,1376,3000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,180,,variable,1376,3000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,180,,variable,1376,3000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,220,,variable,1376,4000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,220,,variable,1376,4000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,220,,variable,1376,4000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,220,,variable,1376,4000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,260,,variable,1376,5000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,260,,variable,1376,5000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,260,,variable,1376,5000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,260,,variable,1376,5000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,300,,variable,1376,6000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,300,,variable,1376,6000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,300,,variable,1376,6000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,300,,variable,1376,6000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,315,,variable,1376,7000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,315,,variable,1376,7000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,315,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,315,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,332,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,332,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,332,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,332,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,351,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,351,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,351,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,351,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,360,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,360,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,360,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,360,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,500,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,500,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,500,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,500,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,800,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,800,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,800,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,800,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,950,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,950,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,950,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss Lamination
Food Packaging Sticker Sample,950,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss Lamination
Food Packaging Sticker Sample,255,,variable,1376,5000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,255,,variable,1376,5000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,255,,variable,1376,5000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,255,,variable,1376,5000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,294,,variable,1376,6000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,294,,variable,1376,6000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,294,,variable,1376,6000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,294,,variable,1376,6000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,308,,variable,1376,7000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,308,,variable,1376,7000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,308,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,308,,variable,1376,7000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,320,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,320,,variable,1376,8000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,320,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,320,,variable,1376,8000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,342,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,342,,variable,1376,9000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,342,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,342,,variable,1376,9000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,350,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,350,,variable,1376,10000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,350,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,350,,variable,1376,10000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,490,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,490,,variable,1376,20000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,490,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,490,,variable,1376,20000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,660,,variable,1376,30000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,780,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,780,,variable,1376,40000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,780,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,780,,variable,1376,40000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,925,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,925,,variable,1376,50000,ArtPaper Sticker ,Round,None,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,925,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),No,Gloss UV Varnish
Food Packaging Sticker Sample,925,,variable,1376,50000,ArtPaper Sticker ,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,Gloss UV Varnish
Food Packaging Sticker Sample,71,,variable,1376,100,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,71,,variable,1376,100,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,71,,variable,1376,100,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,71,,variable,1376,100,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,75,,variable,1376,200,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,75,,variable,1376,200,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,75,,variable,1376,200,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,75,,variable,1376,200,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,81,,variable,1376,300,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,81,,variable,1376,300,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,81,,variable,1376,300,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,81,,variable,1376,300,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,84,,variable,1376,400,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,84,,variable,1376,400,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,84,,variable,1376,400,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,84,,variable,1376,400,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,90,,variable,1376,500,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,90,,variable,1376,500,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,90,,variable,1376,500,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,90,,variable,1376,500,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,130,,variable,1376,1000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,130,,variable,1376,1000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,130,,variable,1376,1000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,130,,variable,1376,1000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,211,,variable,1376,2000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,211,,variable,1376,2000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,211,,variable,1376,2000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,211,,variable,1376,2000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,225,,variable,1376,3000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,225,,variable,1376,3000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,225,,variable,1376,3000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,225,,variable,1376,3000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,240,,variable,1376,4000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,240,,variable,1376,4000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,240,,variable,1376,4000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,240,,variable,1376,4000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,250,,variable,1376,5000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,250,,variable,1376,5000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,250,,variable,1376,5000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,250,,variable,1376,5000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,267,,variable,1376,6000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,267,,variable,1376,6000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,267,,variable,1376,6000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,267,,variable,1376,6000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,280,,variable,1376,7000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,280,,variable,1376,7000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,280,,variable,1376,7000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,280,,variable,1376,7000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,300,,variable,1376,8000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,300,,variable,1376,8000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,300,,variable,1376,8000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,300,,variable,1376,8000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,315,,variable,1376,9000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,315,,variable,1376,9000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,315,,variable,1376,9000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,315,,variable,1376,9000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,325,,variable,1376,10000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,325,,variable,1376,10000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,325,,variable,1376,10000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,325,,variable,1376,10000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,460,,variable,1376,20000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,460,,variable,1376,20000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,460,,variable,1376,20000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,460,,variable,1376,20000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,600,,variable,1376,30000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,600,,variable,1376,30000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,600,,variable,1376,30000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,600,,variable,1376,30000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,740,,variable,1376,40000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,740,,variable,1376,40000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,740,,variable,1376,40000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,740,,variable,1376,40000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,875,,variable,1376,50000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,875,,variable,1376,50000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,875,,variable,1376,50000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),No,None
Food Packaging Sticker Sample,875,,variable,1376,50000,PP White Sticker,Round,Die-Cutting,CMYK,30(w) x 30(h),Yes,None
Food Packaging Sticker Sample,230,,variable,1376,1000,PP White Sticker,Round,None,CMYK,30(w) x 30(h),No,Gloss Lamination
